# gymnasium_monitor_version=1.0
# env_id=FJSPEnv t_start=1787234158.5235143
r,l,t,makespan,success
-10.254150772094725,120,12.80038571357727,243.26207542419434,1
-13.686258459091189,120,24.081230878829956,312.96769165992737,1
-10.639135932922365,120,35.92760109901428,252.3671932220459,1
-6.812181663513184,120,47.97440004348755,248.1291913986206,1
-9.723271608352663,120,61.76994800567627,240.832284450531,1
-8.359994697570801,120,73.98988795280457,191.1615686416626,1
-9.33934030532837,120,86.67132329940796,243.4015612602234,1
-9.07364673614502,120,98.59661197662354,250.38018226623535,1
-6.949652481079102,120,114.02684259414673,220.84017038345337,1
-6.889946269989014,120,126.08923959732056,222.04551029205322,1
-6.694585418701172,120,137.30705165863037,237.14672327041626,1
-7.532129001617432,120,148.9933304786682,197.2337999343872,1
-5.453558826446534,120,167.9685196876526,178.34109354019165,1
-12.347900581359864,120,179.56818079948425,226.01477360725403,1
-7.303975009918213,120,190.51340675354004,199.4934787750244,1
-5.7401185035705575,120,202.71460247039795,273.18717861175537,1
-8.482057332992554,120,214.4976646900177,223.2373707294464,1
-10.570819473266601,120,229.06026935577393,203.21896123886108,1
-12.773686790466309,120,240.96983790397644,278.102178812027,1
-10.053243017196657,120,252.89219546318054,211.74253726005554,1
-8.93353900909424,120,264.776654958725,240.46412992477417,1
-14.315147733688358,120,297.29119777679443,268.7692356109619,1
-7.192502117156983,120,309.1620593070984,195.4422492980957,1
-8.979458713531494,120,321.10291051864624,216.3275694847107,1
-14.407307624816896,120,333.6601529121399,257.0404188632965,1
-11.78379831314087,120,365.94660902023315,248.17990827560425,1
-6.215074586868287,120,378.2953293323517,205.9712691307068,1
-5.711999702453613,120,390.4424293041229,189.36455821990967,1
-11.80240821838379,120,401.9104006290436,279.2526741027832,1
-10.718016815185546,120,425.376092672348,222.58328413963318,1
-8.837637519836425,120,437.3253631591797,245.82803082466125,1
-12.008838272094726,120,449.40592670440674,281.3178162574768,1
-10.558754110336304,120,461.24358654022217,229.7100067138672,1
-7.936299419403077,120,473.1522047519684,216.99294996261597,1
-13.056262493133545,120,644.9644315242767,268.8469753265381,1
-7.93615131378174,120,657.0765035152435,229.2772994041443,1
-9.554313945770264,120,669.0578444004059,229.26447582244873,1
-10.389543342590333,120,680.2148456573486,297.9610857963562,1
-7.482437324523926,120,705.573842048645,197.1574718952179,1
-5.141843032836914,120,718.0412087440491,186.49740743637085,1
-9.122206306457521,120,730.433641910553,239.08789920806885,1
-6.126683521270753,120,742.5424208641052,193.61914670467377,1
-12.159587383270264,120,793.7428812980652,267.98861050605774,1
-4.214520454406738,120,805.5346188545227,142.30422043800354,1
-5.600958633422851,120,817.4619660377502,181.95469427108765,1
-24.326207542419436,120,12.185924291610718,243.26207542419434,1
-31.29676916599274,120,23.407036066055298,312.96769165992737,1
-25.236719322204593,120,34.56894278526306,252.3671932220459,1
-24.81291913986206,120,45.69687557220459,248.1291913986206,1
-21.377783060073853,120,63.92647123336792,213.77783060073853,1
-21.083060669898988,120,75.59080123901367,210.83060669898987,1
-25.517382097244266,120,85.9203634262085,255.17382097244263,1
-21.764025974273682,120,97.25122809410095,217.64025974273682,1
-23.835781264305115,120,134.1495440006256,238.35781264305115,1
-26.799466180801392,120,145.6530830860138,267.9946618080139,1
-23.687971735000612,120,156.46565175056458,236.8797173500061,1
-26.894849491119388,120,167.51289701461792,268.94849491119385,1
-29.43519415855408,120,204.23204851150513,294.35194158554077,1
-26.830243182182315,120,216.03327918052673,268.3024318218231,1
-19.995000958442688,120,226.67513132095337,199.95000958442688,1
-25.460904979705813,120,237.62062215805054,254.6090497970581,1
-24.893608713150027,120,249.07747268676758,248.93608713150024,1
-22.361755323410037,120,273.0071258544922,223.61755323410034,1
-25.085260963439943,120,284.4461691379547,250.8526096343994,1
-23.71148958206177,120,294.9629633426666,237.11489582061768,1
-23.98901028633118,120,306.62583661079407,239.89010286331177,1
-23.93585858345032,120,351.3385775089264,239.35858583450317,1
-19.02819528579712,120,363.92330384254456,190.2819528579712,1
-19.536483812332154,120,376.3849320411682,195.36483812332153,1
-20.50275194644928,120,388.88738226890564,205.0275194644928,1
-24.304147195816043,120,410.2333822250366,243.0414719581604,1
-20.951063680648804,120,421.7609553337097,209.51063680648804,1
-24.644403648376468,120,434.09729528427124,246.44403648376465,1
-24.592996764183045,120,445.924329996109,245.92996764183044,1
-25.098934054374695,120,478.8017044067383,250.98934054374695,1
-25.246051979064944,120,490.9621231555939,252.4605197906494,1
-26.567014813423157,120,502.8821074962616,265.67014813423157,1
-24.52221646308899,120,514.4514129161835,245.2221646308899,1
-21.378872323036195,120,525.9609620571136,213.78872323036194,1
-23.36109161376953,120,699.9377343654633,233.6109161376953,1
-21.164772462844848,120,711.7903535366058,211.6477246284485,1
-25.22062497138977,120,723.606739282608,252.2062497138977,1
-28.63304436206818,120,735.2733693122864,286.33044362068176,1
-22.46324648857117,120,761.946063041687,224.63246488571167,1
